"id","stateName","countyName","county"
"10620","South Carolina"," Clarendon "," Clarendon County "
"10621","Pennsylvania"," Carbon "," Carbon County "
"10622","Oregon"," Hood River "," Hood River County "
"10623","Oklahoma"," Coal "," Coal County "
"10624","Utah"," Piute "," Piute County "
"10625","Wisconsin"," Dunn "," Dunn County "
"10626","West Virginia"," Harrison "," Harrison County "
"10627","Washington"," King "," King County "
"10628","Nebraska"," Cherry "," Cherry County "
"10629","Minnesota"," Chippewa "," Chippewa County "
"10630","Ohio"," Clinton "," Clinton County "
"10631","Michigan"," Branch "," Branch County "
"10632","Massachusetts"," Plymouth "," Plymouth County "
"10633","Maryland"," Howard "," Howard County "
"10634","North Dakota"," Eddy "," Eddy County "
"10635","North Carolina"," Caldwell "," Caldwell County "
"10636","New York"," Dutchess "," Dutchess County "
"10637","New Jersey"," Monmouth "," Monmouth County "
"10638","Nevada"," Storey "," Storey County "
"10639","Virginia"," Caroline "," Caroline County "
"10640","New Mexico"," Lincoln "," Lincoln County "
"10641","Texas"," Blanco "," Blanco County "
"10642","Tennessee"," Coffee "," Coffee County "
"10643","South Dakota"," Edmunds "," Edmunds County "
"10644","South Carolina"," Colleton "," Colleton County "
"10645","Pennsylvania"," Centre "," Centre County "
"10646","Oregon"," Jackson "," Jackson County "
"10647","Oklahoma"," Comanche "," Comanche County "
"10648","Utah"," Rich "," Rich County "
"10649","Wisconsin"," Eau Claire "," Eau Claire County "
"10650","West Virginia"," Jackson "," Jackson County "
"10651","Washington"," Kitsap "," Kitsap County "
"10652","Nebraska"," Cheyenne "," Cheyenne County "
"10653","Minnesota"," Chisago "," Chisago County "
"10654","Ohio"," Columbiana "," Columbiana County "
"10655","Michigan"," Calhoun "," Calhoun County "
"10656","Massachusetts"," Suffolk "," Suffolk County "
"10657","Maryland"," Kent "," Kent County "
"10658","North Dakota"," Emmons "," Emmons County "
"10659","North Carolina"," Camden "," Camden County "
"10660","New York"," Erie "," Erie County "
"10661","New Jersey"," Morris "," Morris County "
"10662","Nevada"," Washoe "," Washoe County "
"10663","Virginia"," Carroll "," Carroll County "
"10664","New Mexico"," Los Alamos "," Los Alamos County "
"10665","Texas"," Bosque "," Bosque County "
"10666","Tennessee"," Crockett "," Crockett County "
"10667","South Dakota"," Fall River "," Fall River County "
"10668","South Carolina"," Darlington "," Darlington County "
"10669","Pennsylvania"," Chester "," Chester County "
"10670","Oregon"," Jefferson "," Jefferson County "
"10671","Oklahoma"," Cotton "," Cotton County "
"10672","Utah"," Salt Lake "," Salt Lake County "
"10673","Wisconsin"," Florence "," Florence County "
"10674","West Virginia"," Jefferson "," Jefferson County "
"10675","Washington"," Kittitas "," Kittitas County "
"10676","Nebraska"," Clay "," Clay County "
"10677","Minnesota"," Clay "," Clay County "
"10678","Ohio"," Coshocton "," Coshocton County "
"10679","Michigan"," Cass "," Cass County "
"10680","Massachusetts"," Worcester "," Worcester County "
"10681","Maryland"," Montgomery "," Montgomery County "
"10682","North Dakota"," Foster "," Foster County "
"10683","North Carolina"," Carteret "," Carteret County "
"10684","New York"," Essex "," Essex County "
"10685","New Jersey"," Ocean "," Ocean County "
"10686","Nevada"," White Pine "," White Pine County "
"10687","Virginia"," Charlotte "," Charlotte County "
"10688","New Mexico"," Luna "," Luna County "
"10689","Texas"," Bowie "," Bowie County "
"10690","Tennessee"," Cumberland "," Cumberland County "
"10691","South Dakota"," Grant "," Grant County "
"10692","South Carolina"," Dillon "," Dillon County "
"10693","Pennsylvania"," Clarion "," Clarion County "
"10694","Oregon"," Josephine "," Josephine County "
"10695","Oklahoma"," Craig "," Craig County "
"10696","Utah"," San Juan "," San Juan County "
"10697","Wisconsin"," Fond du Lac "," Fond du Lac County "
"10698","West Virginia"," Kanawha "," Kanawha County "
"10699","Washington"," Klickitat "," Klickitat County "
"10700","Nebraska"," Colfax "," Colfax County "
"10701","Minnesota"," Clearwater "," Clearwater County "
"10702","Ohio"," Crawford "," Crawford County "
"10703","Michigan"," Charlevoix "," Charlevoix County "
"10704","Maryland"," Prince George's "," Prince George's County "
"10705","North Dakota"," Golden Valley "," Golden Valley County "
"10706","North Carolina"," Caswell "," Caswell County "
"10707","New York"," Franklin "," Franklin County "
"10708","New Jersey"," Passaic "," Passaic County "
"10709","Virginia"," Chesterfield "," Chesterfield County "
"10710","New Mexico"," McKinley "," McKinley County "
"10711","Texas"," Brazoria "," Brazoria County "
"10712","Tennessee"," Davidson "," Davidson County "
"10713","South Dakota"," Gregory "," Gregory County "
"10714","South Carolina"," Dorchester "," Dorchester County "
"10715","Pennsylvania"," Clearfield "," Clearfield County "
"10716","Oregon"," Klamath "," Klamath County "
"10717","Oklahoma"," Creek "," Creek County "
"10718","Utah"," Sanpete "," Sanpete County "
"10719","Wisconsin"," Forest "," Forest County "
"10720","West Virginia"," Lewis "," Lewis County "
"10721","Washington"," Lewis "," Lewis County "
"10722","Nebraska"," Cuming "," Cuming County "
"10723","Minnesota"," Cook "," Cook County "
"10724","Ohio"," Cuyahoga "," Cuyahoga County "
"10725","Michigan"," Cheboygan "," Cheboygan County "
"10726","Maryland"," Queen Anne's "," Queen Anne's County "
"10727","North Dakota"," Grand Forks "," Grand Forks County "
"10728","North Carolina"," Catawba "," Catawba County "
"10729","New York"," Fulton "," Fulton County "
"10730","New Jersey"," Salem "," Salem County "
"10731","Virginia"," Clarke "," Clarke County "
"10732","New Mexico"," Mora "," Mora County "
"10733","Texas"," Brazos "," Brazos County "
"10734","Tennessee"," Decatur "," Decatur County "
"10735","South Dakota"," Haakon "," Haakon County "
"10736","South Carolina"," Edgefield "," Edgefield County "
"10737","Pennsylvania"," Clinton "," Clinton County "
"10738","Oregon"," Lake "," Lake County "
"10739","Oklahoma"," Custer "," Custer County "
"10740","Utah"," Sevier "," Sevier County "
"10741","Wisconsin"," Grant "," Grant County "
"10742","West Virginia"," Lincoln "," Lincoln County "
"10743","Washington"," Lincoln "," Lincoln County "
"10744","Nebraska"," Custer "," Custer County "
"10745","Minnesota"," Cottonwood "," Cottonwood County "
"10746","Ohio"," Darke "," Darke County "
"10747","Michigan"," Chippewa "," Chippewa County "
"10748","Maryland"," Saint Mary's "," Saint Mary's County "
"10749","North Dakota"," Grant "," Grant County "
"10750","North Carolina"," Chatham "," Chatham County "
"10751","New York"," Genesee "," Genesee County "
"10752","New Jersey"," Somerset "," Somerset County "
"10753","Virginia"," Craig "," Craig County "
"10754","New Mexico"," Otero "," Otero County "
"10755","Texas"," Brewster "," Brewster County "
"10756","Tennessee"," DeKalb "," DeKalb County "
"10757","South Dakota"," Hamlin "," Hamlin County "
"10758","South Carolina"," Fairfield "," Fairfield County "
"10759","Pennsylvania"," Columbia "," Columbia County "
"10760","Oregon"," Lane "," Lane County "
"10761","Oklahoma"," Delaware "," Delaware County "
"10762","Utah"," Summit "," Summit County "
"10763","Wisconsin"," Green "," Green County "
"10764","West Virginia"," Logan "," Logan County "
"10765","Washington"," Mason "," Mason County "
"10766","Nebraska"," Dakota "," Dakota County "
"10767","Minnesota"," Crow Wing "," Crow Wing County "
"10768","Ohio"," Defiance "," Defiance County "
"10769","Michigan"," Clare "," Clare County "
"10770","Maryland"," Somerset "," Somerset County "
"10771","North Dakota"," Griggs "," Griggs County "
"10772","North Carolina"," Cherokee "," Cherokee County "
"10773","New York"," Greene "," Greene County "
"10774","New Jersey"," Sussex "," Sussex County "
"10775","Virginia"," Culpeper "," Culpeper County "
"10776","New Mexico"," Quay "," Quay County "
"10777","Texas"," Briscoe "," Briscoe County "
"10778","Tennessee"," Dickson "," Dickson County "
"10779","South Dakota"," Hand "," Hand County "
"10780","South Carolina"," Florence "," Florence County "
"10781","Pennsylvania"," Crawford "," Crawford County "
"10782","Oregon"," Lincoln "," Lincoln County "
"10783","Oklahoma"," Dewey "," Dewey County "
"10784","Utah"," Tooele "," Tooele County "
"10785","Wisconsin"," Green Lake "," Green Lake County "
"10786","West Virginia"," McDowell "," McDowell County "
"10787","Washington"," Okanogan "," Okanogan County "
"10788","Nebraska"," Dawes "," Dawes County "
"10789","Minnesota"," Dakota "," Dakota County "
"10790","Ohio"," Delaware "," Delaware County "
"10791","Michigan"," Clinton "," Clinton County "
"10792","Maryland"," Talbot "," Talbot County "
"10793","North Dakota"," Hettinger "," Hettinger County "
"10794","North Carolina"," Chowan "," Chowan County "
"10795","New York"," Hamilton "," Hamilton County "
"10796","New Jersey"," Union "," Union County "
"10797","Virginia"," Cumberland "," Cumberland County "
"10798","New Mexico"," Rio Arriba "," Rio Arriba County "
"10799","Texas"," Brooks "," Brooks County "
"10800","Tennessee"," Dyer "," Dyer County "
"10801","South Dakota"," Harding "," Harding County "
"10802","South Carolina"," Georgetown "," Georgetown County "
"10803","Pennsylvania"," Cumberland "," Cumberland County "
"10804","Oregon"," Linn "," Linn County "
"10805","Oklahoma"," Ellis "," Ellis County "
"10806","Utah"," Uintah "," Uintah County "
"10807","Wisconsin"," Iowa "," Iowa County "
"10808","West Virginia"," Marion "," Marion County "
"10809","Washington"," Pacific "," Pacific County "
"10810","Nebraska"," Dawson "," Dawson County "
"10811","Minnesota"," Dodge "," Dodge County "
"10812","Ohio"," Erie "," Erie County "
"10813","Michigan"," Crawford "," Crawford County "
"10814","Maryland"," Washington "," Washington County "
"10815","North Dakota"," Kidder "," Kidder County "
"10816","North Carolina"," Clay "," Clay County "
"10817","New York"," Herkimer "," Herkimer County "
"10818","New Jersey"," Warren "," Warren County "
"10819","Virginia"," Dickenson "," Dickenson County "
"10820","New Mexico"," Roosevelt "," Roosevelt County "
"10821","Texas"," Brown "," Brown County "
"10822","Tennessee"," Fayette "," Fayette County "
"10823","South Dakota"," Hughes "," Hughes County "
"10824","South Carolina"," Greenville "," Greenville County "
"10825","Pennsylvania"," Dauphin "," Dauphin County "
"10826","Oregon"," Malheur "," Malheur County "
"10827","Oklahoma"," Garfield "," Garfield County "
"10828","Utah"," Utah "," Utah County "
"10829","Wisconsin"," Iron "," Iron County "
"10830","West Virginia"," Marshall "," Marshall County "
"10831","Washington"," Pend Oreille "," Pend Oreille County "
"10832","Nebraska"," Deuel "," Deuel County "
"10833","Minnesota"," Douglas "," Douglas County "
"10834","Ohio"," Fairfield "," Fairfield County "
"10835","Michigan"," Delta "," Delta County "
"10836","Maryland"," Wicomico "," Wicomico County "
"10837","North Dakota"," LaMoure "," LaMoure County "
"10838","North Carolina"," Cleveland "," Cleveland County "
"10839","New York"," Jefferson "," Jefferson County "
"10840","Virginia"," Dinwiddie "," Dinwiddie County "
"10841","New Mexico"," Sandoval "," Sandoval County "
"10842","Texas"," Burleson "," Burleson County "
"10843","Tennessee"," Fentress "," Fentress County "
"10844","South Dakota"," Hutchinson "," Hutchinson County "
"10845","South Carolina"," Greenwood "," Greenwood County "
"10846","Pennsylvania"," Delaware "," Delaware County "
"10847","Oregon"," Marion "," Marion County "
"10848","Oklahoma"," Garvin "," Garvin County "
"10849","Utah"," Wasatch "," Wasatch County "
"10850","Wisconsin"," Jackson "," Jackson County "
"10851","West Virginia"," Mason "," Mason County "
"10852","Washington"," Pierce "," Pierce County "
"10853","Nebraska"," Dixon "," Dixon County "
"10854","Minnesota"," Faribault "," Faribault County "
"10855","Ohio"," Fayette "," Fayette County "
"10856","Michigan"," Dickinson "," Dickinson County "
"10857","Maryland"," Worcester "," Worcester County "
"10858","North Dakota"," Logan "," Logan County "
"10859","North Carolina"," Columbus "," Columbus County "
"10860","New York"," Kings "," Kings County "
"10861","Virginia"," Essex "," Essex County "
"10862","New Mexico"," San Juan "," San Juan County "
"10863","Texas"," Burnet "," Burnet County "
"10864","Tennessee"," Franklin "," Franklin County "
"10865","South Dakota"," Jackson "," Jackson County "
"10866","South Carolina"," Hampton "," Hampton County "
"10867","Pennsylvania"," Elk "," Elk County "
"10868","Oregon"," Morrow "," Morrow County "
"10869","Oklahoma"," Grady "," Grady County "
"10870","Utah"," Washington "," Washington County "
"10871","Wisconsin"," Jefferson "," Jefferson County "
"10872","West Virginia"," Mercer "," Mercer County "
"10873","Washington"," San Juan "," San Juan County "
"10874","Nebraska"," Dodge "," Dodge County "
"10875","Minnesota"," Fillmore "," Fillmore County "
"10876","Ohio"," Franklin "," Franklin County "
"10877","Michigan"," Eaton "," Eaton County "
"10878","North Dakota"," McHenry "," McHenry County "
"10879","North Carolina"," Craven "," Craven County "
"10880","New York"," Lewis "," Lewis County "
"10881","Virginia"," Fairfax "," Fairfax County "
"10882","New Mexico"," San Miguel "," San Miguel County "
"10883","Texas"," Caldwell "," Caldwell County "
"10884","Tennessee"," Gibson "," Gibson County "
"10885","South Dakota"," Jerauld "," Jerauld County "
"10886","South Carolina"," Horry "," Horry County "
"10887","Pennsylvania"," Erie "," Erie County "
"10888","Oregon"," Multnomah "," Multnomah County "
"10889","Oklahoma"," Grant "," Grant County "
"10890","Utah"," Wayne "," Wayne County "
"10891","Wisconsin"," Juneau "," Juneau County "
"10892","West Virginia"," Mineral "," Mineral County "
"10893","Washington"," Skagit "," Skagit County "
"10894","Nebraska"," Douglas "," Douglas County "
"10895","Minnesota"," Freeborn "," Freeborn County "
"10896","Ohio"," Fulton "," Fulton County "
"10897","Michigan"," Emmet "," Emmet County "
"10898","North Dakota"," McIntosh "," McIntosh County "
"10899","North Carolina"," Cumberland "," Cumberland County "
"10900","New York"," Livingston "," Livingston County "
"10901","Virginia"," Fauquier "," Fauquier County "
"10902","New Mexico"," Santa Fe "," Santa Fe County "
"10903","Texas"," Calhoun "," Calhoun County "
"10904","Tennessee"," Giles "," Giles County "
"10905","South Dakota"," Jones "," Jones County "
"10906","South Carolina"," Jasper "," Jasper County "
"10907","Pennsylvania"," Fayette "," Fayette County "
"10908","Oregon"," Polk "," Polk County "
"10909","Oklahoma"," Greer "," Greer County "
"10910","Utah"," Weber "," Weber County "
"10911","Wisconsin"," Kenosha "," Kenosha County "
"10912","West Virginia"," Mingo "," Mingo County "
"10913","Washington"," Skamania "," Skamania County "
"10914","Nebraska"," Dundy "," Dundy County "
"10915","Minnesota"," Goodhue "," Goodhue County "
"10916","Ohio"," Gallia "," Gallia County "
"10917","Michigan"," Genesee "," Genesee County "
"10918","North Dakota"," McKenzie "," McKenzie County "
"10919","North Carolina"," Currituck "," Currituck County "
"10920","New York"," Madison "," Madison County "
"10921","Virginia"," Floyd "," Floyd County "
"10922","New Mexico"," Sierra "," Sierra County "
"10923","Texas"," Callahan "," Callahan County "
"10924","Tennessee"," Grainger "," Grainger County "
"10925","South Dakota"," Kingsbury "," Kingsbury County "
"10926","South Carolina"," Kershaw "," Kershaw County "
"10927","Pennsylvania"," Forest "," Forest County "
"10928","Oregon"," Sherman "," Sherman County "
"10929","Oklahoma"," Harper "," Harper County "
"10930","Wisconsin"," Kewaunee "," Kewaunee County "
"10931","West Virginia"," Monongalia "," Monongalia County "
"10932","Washington"," Snohomish "," Snohomish County "
"10933","Nebraska"," Fillmore "," Fillmore County "
"10934","Minnesota"," Grant "," Grant County "
"10935","Ohio"," Geauga "," Geauga County "
"10936","Michigan"," Gladwin "," Gladwin County "
"10937","North Dakota"," McLean "," McLean County "
"10938","North Carolina"," Dare "," Dare County "
"10939","New York"," Monroe "," Monroe County "
"10940","Virginia"," Fluvanna "," Fluvanna County "
"10941","New Mexico"," Socorro "," Socorro County "
"10942","Texas"," Cameron "," Cameron County "
"10943","Tennessee"," Greene "," Greene County "
"10944","South Dakota"," Lake "," Lake County "
"10945","South Carolina"," Lancaster "," Lancaster County "
"10946","Pennsylvania"," Franklin "," Franklin County "
"10947","Oregon"," Tillamook "," Tillamook County "
"10948","Oklahoma"," Haskell "," Haskell County "
"10949","Wisconsin"," La Crosse "," La Crosse County "
"10950","West Virginia"," Monroe "," Monroe County "
"10951","Washington"," Spokane "," Spokane County "
"10952","Nebraska"," Franklin "," Franklin County "
"10953","Minnesota"," Hennepin "," Hennepin County "
"10954","Ohio"," Greene "," Greene County "
"10955","Michigan"," Gogebic "," Gogebic County "
"10956","North Dakota"," Mercer "," Mercer County "
"10957","North Carolina"," Davidson "," Davidson County "
"10958","New York"," Montgomery "," Montgomery County "
"10959","Virginia"," Frederick "," Frederick County "
"10960","New Mexico"," Taos "," Taos County "
"10961","Texas"," Camp "," Camp County "
"10962","Tennessee"," Grundy "," Grundy County "
"10963","South Dakota"," Lawrence "," Lawrence County "
"10964","South Carolina"," Laurens "," Laurens County "
"10965","Pennsylvania"," Fulton "," Fulton County "
"10966","Oregon"," Umatilla "," Umatilla County "
"10967","Oklahoma"," Hughes "," Hughes County "
"10968","Wisconsin"," Lafayette "," Lafayette County "
"10969","West Virginia"," Morgan "," Morgan County "
"10970","Washington"," Stevens "," Stevens County "
"10971","Nebraska"," Frontier "," Frontier County "
"10972","Minnesota"," Houston "," Houston County "
"10973","Ohio"," Guernsey "," Guernsey County "
"10974","Michigan"," Grand Traverse "," Grand Traverse County "
"10975","North Dakota"," Morton "," Morton County "
"10976","North Carolina"," Davie "," Davie County "
"10977","New York"," Nassau "," Nassau County "
"10978","Virginia"," Giles "," Giles County "
"10979","New Mexico"," Torrance "," Torrance County "
"10980","Texas"," Carson "," Carson County "
"10981","Tennessee"," Hamblen "," Hamblen County "
"10982","South Dakota"," Lincoln "," Lincoln County "
"10983","South Carolina"," Lee "," Lee County "
"10984","Pennsylvania"," Greene "," Greene County "
"10985","Oregon"," Union "," Union County "
"10986","Oklahoma"," Jackson "," Jackson County "
"10987","Wisconsin"," Langlade "," Langlade County "
"10988","West Virginia"," Nicholas "," Nicholas County "
"10989","Washington"," Thurston "," Thurston County "
"10990","Nebraska"," Furnas "," Furnas County "
"10991","Minnesota"," Hubbard "," Hubbard County "
"10992","Ohio"," Hamilton "," Hamilton County "
"10993","Michigan"," Gratiot "," Gratiot County "
"10994","North Dakota"," Mountrail "," Mountrail County "
"10995","North Carolina"," Duplin "," Duplin County "
"10996","New York"," New York "," New York County "
"10997","Virginia"," Gloucester "," Gloucester County "
"10998","New Mexico"," Union "," Union County "
"10999","Texas"," Cass "," Cass County "
"11000","Tennessee"," Hamilton "," Hamilton County "
"11001","South Dakota"," Lyman "," Lyman County "
"11002","South Carolina"," Lexington "," Lexington County "
"11003","Pennsylvania"," Huntingdon "," Huntingdon County "
"11004","Oregon"," Wallowa "," Wallowa County "
"11005","Oklahoma"," Jefferson "," Jefferson County "
"11006","Wisconsin"," Lincoln "," Lincoln County "
"11007","West Virginia"," Ohio "," Ohio County "
"11008","Washington"," Wahkiakum "," Wahkiakum County "
"11009","Nebraska"," Gage "," Gage County "
"11010","Minnesota"," Isanti "," Isanti County "
"11011","Ohio"," Hancock "," Hancock County "
"11012","Michigan"," Hillsdale "," Hillsdale County "
"11013","North Dakota"," Nelson "," Nelson County "
"11014","North Carolina"," Durham "," Durham County "
"11015","New York"," Niagara "," Niagara County "
"11016","Virginia"," Goochland "," Goochland County "
"11017","New Mexico"," Valencia "," Valencia County "
"11018","Texas"," Castro "," Castro County "
"11019","Tennessee"," Hancock "," Hancock County "
"11020","South Dakota"," McCook "," McCook County "
"11021","South Carolina"," McCormick "," McCormick County "
"11022","Pennsylvania"," Indiana "," Indiana County "
"11023","Oregon"," Wasco "," Wasco County "
"11024","Oklahoma"," Johnston "," Johnston County "
"11025","Wisconsin"," Manitowoc "," Manitowoc County "
"11026","West Virginia"," Pendleton "," Pendleton County "
"11027","Washington"," Walla Walla "," Walla Walla County "
"11028","Nebraska"," Garden "," Garden County "
"11029","Minnesota"," Itasca "," Itasca County "
"11030","Ohio"," Hardin "," Hardin County "
"11031","Michigan"," Houghton "," Houghton County "
"11032","North Dakota"," Oliver "," Oliver County "
"11033","North Carolina"," Edgecombe "," Edgecombe County "
"11034","New York"," Oneida "," Oneida County "
"11035","Virginia"," Grayson "," Grayson County "
"11036","Texas"," Chambers "," Chambers County "
"11037","Tennessee"," Hardeman "," Hardeman County "
"11038","South Dakota"," McPherson "," McPherson County "
"11039","South Carolina"," Marion "," Marion County "
"11040","Pennsylvania"," Jefferson "," Jefferson County "
"11041","Oregon"," Washington "," Washington County "
"11042","Oklahoma"," Kay "," Kay County "
"11043","Wisconsin"," Marathon "," Marathon County "
"11044","West Virginia"," Pleasants "," Pleasants County "
"11045","Washington"," Whatcom "," Whatcom County "
"11046","Nebraska"," Gosper "," Gosper County "
"11047","Minnesota"," Jackson "," Jackson County "
"11048","Ohio"," Harrison "," Harrison County "
"11049","Michigan"," Huron "," Huron County "
"11050","North Dakota"," Pembina "," Pembina County "
"11051","North Carolina"," Forsyth "," Forsyth County "
"11052","New York"," Onondaga "," Onondaga County "
"11053","Virginia"," Greene "," Greene County "
"11054","Texas"," Cherokee "," Cherokee County "
"11055","Tennessee"," Hardin "," Hardin County "
"11056","South Dakota"," Marshall "," Marshall County "
"11057","South Carolina"," Marlboro "," Marlboro County "
"11058","Pennsylvania"," Juniata "," Juniata County "
"11059","Oregon"," Wheeler "," Wheeler County "
"11060","Oklahoma"," Kingfisher "," Kingfisher County "
"11061","Wisconsin"," Marinette "," Marinette County "
"11062","West Virginia"," Pocahontas "," Pocahontas County "
"11063","Washington"," Whitman "," Whitman County "
"11064","Nebraska"," Greeley "," Greeley County "
"11065","Minnesota"," Kanabec "," Kanabec County "
"11066","Ohio"," Henry "," Henry County "
"11067","Michigan"," Ingham "," Ingham County "
"11068","North Dakota"," Pierce "," Pierce County "
"11069","North Carolina"," Franklin "," Franklin County "
"11070","New York"," Ontario "," Ontario County "
"11071","Virginia"," Greensville "," Greensville County "
"11072","Texas"," Childress "," Childress County "
"11073","Tennessee"," Hawkins "," Hawkins County "
"11074","South Dakota"," Meade "," Meade County "
"11075","South Carolina"," Newberry "," Newberry County "
"11076","Pennsylvania"," Lackawanna "," Lackawanna County "
"11077","Oregon"," Yamhill "," Yamhill County "
"11078","Oklahoma"," Kiowa "," Kiowa County "
"11079","Wisconsin"," Marquette "," Marquette County "
"11080","West Virginia"," Preston "," Preston County "
"11081","Washington"," Yakima "," Yakima County "
"11082","Nebraska"," Hall "," Hall County "
"11083","Minnesota"," Kandiyohi "," Kandiyohi County "
"11084","Ohio"," Highland "," Highland County "
"11085","Michigan"," Ionia "," Ionia County "
"11086","North Dakota"," Ramsey "," Ramsey County "
"11087","North Carolina"," Gaston "," Gaston County "
"11088","New York"," Orange "," Orange County "
"11089","Virginia"," Halifax "," Halifax County "
"11090","Texas"," Clay "," Clay County "
"11091","Tennessee"," Haywood "," Haywood County "
"11092","South Dakota"," Miner "," Miner County "
"11093","South Carolina"," Oconee "," Oconee County "
"11094","Pennsylvania"," Lancaster "," Lancaster County "
"11095","Oklahoma"," Latimer "," Latimer County "
"11096","Wisconsin"," Menominee "," Menominee County "
"11097","West Virginia"," Putnam "," Putnam County "
"11098","Nebraska"," Hamilton "," Hamilton County "
"11099","Minnesota"," Kittson "," Kittson County "
"11100","Ohio"," Hocking "," Hocking County "
"11101","Michigan"," Iosco "," Iosco County "
"11102","North Dakota"," Ransom "," Ransom County "
"11103","North Carolina"," Gates "," Gates County "
"11104","New York"," Orleans "," Orleans County "
"11105","Virginia"," Hanover "," Hanover County "
"11106","Texas"," Cochran "," Cochran County "
"11107","Tennessee"," Henderson "," Henderson County "
"11108","South Dakota"," Minnehaha "," Minnehaha County "
"11109","South Carolina"," Orangeburg "," Orangeburg County "
"11110","Pennsylvania"," Lawrence "," Lawrence County "
"11111","Oklahoma"," Le Flore "," Le Flore County "
"11112","Wisconsin"," Milwaukee "," Milwaukee County "
"11113","West Virginia"," Raleigh "," Raleigh County "
"11114","Nebraska"," Harlan "," Harlan County "
"11115","Minnesota"," Koochiching "," Koochiching County "
"11116","Ohio"," Holmes "," Holmes County "
"11117","Michigan"," Iron "," Iron County "
"11118","North Dakota"," Renville "," Renville County "
"11119","North Carolina"," Graham "," Graham County "
"11120","New York"," Oswego "," Oswego County "
"11121","Virginia"," Henrico "," Henrico County "
"11122","Texas"," Coke "," Coke County "
"11123","Tennessee"," Henry "," Henry County "
"11124","South Dakota"," Moody "," Moody County "
"11125","South Carolina"," Pickens "," Pickens County "
"11126","Pennsylvania"," Lebanon "," Lebanon County "
"11127","Oklahoma"," Lincoln "," Lincoln County "
"11128","Wisconsin"," Monroe "," Monroe County "
"11129","West Virginia"," Randolph "," Randolph County "
"11130","Nebraska"," Hayes "," Hayes County "
"11131","Minnesota"," Lac qui Parle "," Lac qui Parle County "
"11132","Ohio"," Huron "," Huron County "
"11133","Michigan"," Isabella "," Isabella County "
"11134","North Dakota"," Richland "," Richland County "
"11135","North Carolina"," Granville "," Granville County "
"11136","New York"," Otsego "," Otsego County "
"11137","Virginia"," Henry "," Henry County "
"11138","Texas"," Coleman "," Coleman County "
"11139","Tennessee"," Hickman "," Hickman County "
"11140","South Dakota"," Pennington "," Pennington County "
"11141","South Carolina"," Richland "," Richland County "
"11142","Pennsylvania"," Lehigh "," Lehigh County "
"11143","Oklahoma"," Logan "," Logan County "
"11144","Wisconsin"," Oconto "," Oconto County "
"11145","West Virginia"," Ritchie "," Ritchie County "
"11146","Nebraska"," Hitchcock "," Hitchcock County "
"11147","Minnesota"," Lake "," Lake County "
"11148","Ohio"," Jackson "," Jackson County "
"11149","Michigan"," Jackson "," Jackson County "
"11150","North Dakota"," Rolette "," Rolette County "
"11151","North Carolina"," Greene "," Greene County "
"11152","New York"," Putnam "," Putnam County "
"11153","Virginia"," Highland "," Highland County "
"11154","Texas"," Collin "," Collin County "
"11155","Tennessee"," Houston "," Houston County "
"11156","South Dakota"," Perkins "," Perkins County "
"11157","South Carolina"," Saluda "," Saluda County "
"11158","Pennsylvania"," Luzerne "," Luzerne County "
"11159","Oklahoma"," Love "," Love County "
"11160","Wisconsin"," Oneida "," Oneida County "
"11161","West Virginia"," Roane "," Roane County "
"11162","Nebraska"," Holt "," Holt County "
"11163","Minnesota"," Lake of the Woods "," Lake of the Woods County "
"11164","Ohio"," Jefferson "," Jefferson County "
"11165","Michigan"," Kalamazoo "," Kalamazoo County "
"11166","North Dakota"," Sargent "," Sargent County "
"11167","North Carolina"," Guilford "," Guilford County "
"11168","New York"," Queens "," Queens County "
"11169","Virginia"," Isle of Wight "," Isle of Wight County "
"11170","Texas"," Collingsworth "," Collingsworth County "
"11171","Tennessee"," Humphreys "," Humphreys County "
"11172","South Dakota"," Potter "," Potter County "
"11173","South Carolina"," Spartanburg "," Spartanburg County "
"11174","Pennsylvania"," Lycoming "," Lycoming County "
"11175","Oklahoma"," McClain "," McClain County "
"11176","Wisconsin"," Outagamie "," Outagamie County "
"11177","West Virginia"," Summers "," Summers County "
"11178","Nebraska"," Howard "," Howard County "
"11179","Minnesota"," Le Sueur "," Le Sueur County "
"11180","Ohio"," Knox "," Knox County "
"11181","Michigan"," Kalkaska "," Kalkaska County "
"11182","North Dakota"," Sheridan "," Sheridan County "
"11183","North Carolina"," Halifax "," Halifax County "
"11184","New York"," Rensselaer "," Rensselaer County "
"11185","Virginia"," King and Queen "," King and Queen County "
"11186","Texas"," Colorado "," Colorado County "
"11187","Tennessee"," Jackson "," Jackson County "
"11188","South Dakota"," Roberts "," Roberts County "
"11189","South Carolina"," Sumter "," Sumter County "
"11190","Pennsylvania"," McKean "," McKean County "
"11191","Oklahoma"," McCurtain "," McCurtain County "
"11192","Wisconsin"," Ozaukee "," Ozaukee County "
"11193","West Virginia"," Taylor "," Taylor County "
"11194","Nebraska"," Jefferson "," Jefferson County "
"11195","Minnesota"," Lincoln "," Lincoln County "
"11196","Ohio"," Lake "," Lake County "
"11197","Michigan"," Kent "," Kent County "
"11198","North Dakota"," Slope "," Slope County "
"11199","North Carolina"," Harnett "," Harnett County "
"11200","New York"," Richmond "," Richmond County "
"11201","Virginia"," King George "," King George County "
"11202","Texas"," Comal "," Comal County "
"11203","Tennessee"," Jefferson "," Jefferson County "
