countyName,zipCode
Nolan,79535
Meigs,45723
Murray,56115
Madison,68715
Nicollet,56074
Mecklenburg,23917
Navarro,75119
McNairy,38315
Middlesex,23071
Sullivan,12483
Montgomery,24162
Tioga,13811
Lenoir,28572
Marquette,49849
Montgomery,77328
Mercer,45862
Lincoln,28164
Mason,49660
Miami,45344
Nobles,56187
Madison,38366
Nelson,22969
Tompkins,14850
Ulster,12429
Mecosta,49342
Warren,12844
Montgomery,45403
Otter Tail,56537
Washington,12838
Westchester,10541
Mecklenburg,28216
McLennan,76712
Oakland,48326
Saint Louis,55811
Harris,77076
Nueces,78343
Suffolk,11701
Jones,28526
Ochiltree,79070
Williams,58755
Macomb,48005
Nacogdoches,75961
Medina,44149
Mower,55909
Newton,75956
Lee,28326
Manistee,49625
Nolan,79545
Meigs,45741
Murray,56123
Madison,68748
Nicollet,56082
Mecklenburg,23919
Navarro,75144
McNairy,38332
Middlesex,23079
Sullivan,12566
Montgomery,24347
Tioga,13812
Marquette,49855
Montgomery,77339
Mercer,45866
Lincoln,28168
Miami,45356
Madison,38391
Nelson,22971
Tompkins,14867
Ulster,12433
Mecosta,49346
Warren,12845
Montgomery,45404
Otter Tail,56544
Washington,12839
Westchester,10543
Mecklenburg,28217
McLennan,76714
Oakland,48327
Saint Louis,55812
Harris,77077
Oldham,79092
Logan,69120
Philadelphia,19102
Nueces,78351
Suffolk,11702
Jones,28555
Williams,58801
Macomb,48015
Nacogdoches,75964
Medina,44203
Mower,55912
Newton,75966
Manistee,49626
Nolan,79556
Meigs,45743
Murray,56131
Madison,68758
Mecklenburg,23920
Navarro,75153
McNairy,38334
Middlesex,23092
Sullivan,12701
Tioga,13827
Marquette,49861
Montgomery,77354
Mercer,45882
Lincoln,28650
Miami,45359
Madison,38392
Nelson,24464
Tompkins,14882
Ulster,12435
Mecosta,49631
Warren,12846
Montgomery,45405
Otter Tail,56551
Washington,12841
Westchester,10546
Mecklenburg,28226
Oakland,48328
Saint Louis,56669
Harris,77078
Oldham,79098
Logan,69163
Philadelphia,19103
Orange,77611
Nueces,78373
Yankton,57031
Loudon,37385
Crosby,79322
Suffolk,11703
Mathews,23021
Jones,28562
Williams,58843
Macomb,48021
Nacogdoches,75965
Medina,44212
Mower,55917
Newton,75977
Manistee,49638
Nolan,79561
Meigs,45760
Murray,56132
Madison,68781
Mecklenburg,23924
Navarro,75155
McNairy,38339
Middlesex,23149
Sullivan,12719
Tioga,13835
Marquette,49866
Montgomery,77355
Mercer,45883
Miami,45371
Nelson,24521
Tompkins,14883
Ulster,12440
Mecosta,49639
Warren,12853
Montgomery,45406
Otter Tail,56567
Washington,12844
Westchester,10547
Mecklenburg,28227
Oakland,48329
Harris,77079
Palo Pinto,76066
Steuben,14418
Johnston,27501
Philadelphia,19104
Orange,77630
Nueces,78380
Yankton,57046
Loudon,37737
Crosby,79343
Suffolk,11704
Mathews,23025
Jones,28572
Williams,58849
Macomb,48026
Medina,44215
Mower,55918
Newton,77614
Manistee,49645
Meigs,45769
Murray,56141
Mecklenburg,23927
Navarro,75859
McNairy,38357
Middlesex,23169
Sullivan,12720
Tioga,13845
Marquette,49871
Montgomery,77356
Mercer,45885
Miami,45373
Nelson,24553
Tompkins,14886
Ulster,12441
Mecosta,49679
Warren,12856
Montgomery,45409
Otter Tail,56571
Washington,12849
Westchester,10548
Mecklenburg,28262
Oakland,48331
Harris,77080
Panola,75631
Palo Pinto,76067
Steuben,14437
Johnston,27504
Wells,58341
Mackinac,49719
Marion,43302
Morrison,56314
Philadelphia,19106
Orange,77632
Nueces,78383
Yankton,57072
Loudon,37742
Crosby,79357
Suffolk,11705
Mathews,23035
Jones,28573
Williams,58852
Macomb,48035
Medina,44217
Mower,55926
Newton,77632
Manistee,49660
Meigs,45771
Murray,56151
Mecklenburg,23950
Navarro,76626
McNairy,38359
Middlesex,23175
Sullivan,12721
Tioga,13864
Marquette,49879
Montgomery,77357
Miami,45383
Nelson,24599
Ulster,12443
Warren,12860
Montgomery,45410
Otter Tail,56572
Washington,12861
Westchester,10549
Mecklenburg,28269
Oakland,48334
Harris,77081
Panola,75633
Parker,76008
Palo Pinto,76429
Lincoln,69101
Lincoln,37144
Steuben,14572
Johnston,27520
Wells,58438
Mackinac,49745
Marion,43314
Morrison,56318
Philadelphia,19107
Orange,77662
Nueces,78401
Yankton,57078
Loudon,37771
Crosby,79370
Suffolk,11706
Mathews,23045
Jones,28585
Macomb,48036
Medina,44230
Mower,55936
Manistee,49668
Meigs,45772
Murray,56172
Mecklenburg,23964
Navarro,76639
McNairy,38367
Middlesex,23176
Sullivan,12723
Tioga,14817
Marquette,49880
Montgomery,77358
Ulster,12446
Warren,12862
Montgomery,45414
Otter Tail,56573
Washington,12865
Westchester,10550
Mecklenburg,28270
Oakland,48335
Harris,77082
Parmer,79035
Panola,75639
Parker,76020
Crockett,76943
Madison,22701
Seneca,13065
Jackson,28707
Palo Pinto,76449
Lincoln,69123
Lincoln,37328
Steuben,14801
Johnston,27524
Wells,58451
Mackinac,49757
Marion,43315
Morrison,56328
Philadelphia,19111
Nueces,78402
Loudon,37772
Suffolk,11713
Mathews,23050
Macomb,48038
Medina,44233
Mower,55951
Manistee,49675
Meigs,45775
Murray,56175
Mecklenburg,23968
Navarro,76641
McNairy,38375
Middlesex,23180
Sullivan,12724
Tioga,14859
Marquette,49885
Montgomery,77362
Ulster,12448
Warren,12870
Montgomery,45415
Otter Tail,56576
Washington,12873
Westchester,10552
Mecklenburg,28273
Oakland,48336
Harris,77083
Parmer,79325
Panola,75643
Pecos,79735
Parker,76023
Madison,22709
Ward,58701
Seneca,13148
Luce,49853
Jackson,28717
Palo Pinto,76450
Lincoln,69143
Lincoln,37334
Steuben,14806
Johnston,27527
Mackinac,49760
Marion,43322
Morrison,56329
Philadelphia,19114
Nueces,78404
Loudon,37774
Suffolk,11715
Mathews,23056
Macomb,48041
Medina,44235
Mower,55967
Manistee,49683
Meigs,45779
Mecklenburg,23970
Navarro,76648
McNairy,38376
Sullivan,12726
Tioga,14883
Montgomery,77365
Ulster,12449
Warren,12874
Montgomery,45416
Otter Tail,56579
Washington,12887
Westchester,10553
Mecklenburg,28277
Oakland,48340
Harris,77084
Polk,75934
Mahoning,44401
Mille Lacs,55051
Lancaster,68065
Panola,75669
Northumberland,17017
Pecos,79743
Parker,76035
Madison,22711
Ward,58703
Seneca,13165
Luce,49868
Jackson,28719
Palo Pinto,76453
Lincoln,69151
Lincoln,37335
Steuben,14807
Johnston,27529
Mackinac,49762
Marion,43332
Morrison,56338
Philadelphia,19115
Nueces,78405
Loudon,37846
Suffolk,11716
Mathews,23064
Macomb,48042
Medina,44251
Mower,55970
Manistee,49689
Mecklenburg,24529
Navarro,76679
McNairy,38379
Sullivan,12729
Tioga,14892
Montgomery,77372
Ulster,12453
Warren,12878
Montgomery,45417
Otter Tail,56586
Westchester,10560
Mecklenburg,28278
Oakland,48341
Harris,77085
Polk,75936
Mahoning,44405
Mille Lacs,55371
Lancaster,68317
Potter,79101
Union,57001
Lewis,38461
Panola,75954
Northumberland,17730
Pecos,79744
Parker,76049
Madison,22719
Ward,58718
Seneca,14433
Jackson,28723
Palo Pinto,76462
Lincoln,69165
Lincoln,37348
Steuben,14808
Johnston,27542
Mackinac,49775
Marion,43341
Morrison,56340
Philadelphia,19116
Nueces,78406
Loudon,37874
Suffolk,11717
Mathews,23066
Macomb,48043
Medina,44253
Mower,55973
Mecklenburg,24580
Navarro,76681
Sullivan,12732
Montgomery,77378
Ulster,12456
Warren,12885
Montgomery,45419
Otter Tail,56587
Westchester,10562
Oakland,48342
Harris,77086
Presidio,79843
Polk,75939
Crane,79731
Lunenburg,23920
Schuyler,14812
Iredell,27013
Mahoning,44406
Mille Lacs,56330
Lancaster,68339
Potter,79102
Union,57004
Lewis,38462
Panola,75974
Northumberland,17756
Pecos,79781
Parker,76066
Madison,22722
Ward,58722
Seneca,14456
Jackson,28736
Palo Pinto,76463
Lincoln,69169
Lincoln,37359
Steuben,14809
Johnston,27557
Mackinac,49781
Marion,43342
Morrison,56345
Philadelphia,19118
Nueces,78407
Loudon,37885
Suffolk,11718
Mathews,23068
Macomb,48044
Medina,44254
Mower,55975
Sullivan,12733
Montgomery,77380
Ulster,12457
Warren,12886
Montgomery,45420
Westchester,10566
Oakland,48346
Harris,77087
Presidio,79845
Polk,75960
Lunenburg,23924
Schuyler,14815
Iredell,27020
Rains,75410
Walsh,58225
Livingston,48114
Mahoning,44408
Mille Lacs,56342
Lancaster,68358
Potter,79103
Union,57025
Lewis,38474
Northumberland,17772
Parker,76067
Madison,22725
Ward,58725
Seneca,14521
Jackson,28741
Palo Pinto,76472
Lincoln,38449
Steuben,14810
Johnston,27568
Mackinac,49820
Marion,43344
Morrison,56364
Philadelphia,19119
Nueces,78408
Suffolk,11719
Mathews,23076
Macomb,48045
Medina,44256
Mower,55977
Sullivan,12734
Montgomery,77381
Ulster,12458
Montgomery,45424
Westchester,10567
Oakland,48348
Harris,77088
Randall,79015
Madison,43029
Meeker,55324
Knox,68718
Polk,77326
Lawrence,38456
Lunenburg,23937
Schuyler,14818
Iredell,28036
Rains,75440
Walsh,58229
Livingston,48116
Mahoning,44412
Mille Lacs,56353
Lancaster,68366
Potter,79104
Union,57038
Lewis,38483
Northumberland,17777
Parker,76082
Madison,22727
Ward,58733
Seneca,14541
Jackson,28751
Palo Pinto,76475
Lincoln,38453
Steuben,14812
Johnston,27569
Mackinac,49827
Marion,43356
Morrison,56373
Philadelphia,19120
Nueces,78409
Suffolk,11720
Mathews,23109
Macomb,48047
Medina,44270
Sullivan,12736
Montgomery,77382
Ulster,12461
Montgomery,45426
Westchester,10570
Oakland,48350
Harris,77089
Reagan,76932
Cottle,79248
Randall,79042
Madison,43064
Meeker,55325
Knox,68729
Louisa,22942
Polk,77335
Lawrence,38457
Lunenburg,23938
Schuyler,14824
Iredell,28115
Rains,75453
Walsh,58231
Livingston,48137
Mahoning,44425
Mille Lacs,56357
Lancaster,68368
Potter,79106
Union,57049
Lewis,38485
Northumberland,17801
Parker,76085
Madison,22731
Ward,58735
Seneca,14847
Jackson,28774
Palo Pinto,76484
Lincoln,38459
Steuben,14814
Johnston,27576
Mackinac,49836
Marion,44849
Morrison,56382
Philadelphia,19121
Nueces,78410
Suffolk,11721
Mathews,23119
Macomb,48048
Medina,44273
Sullivan,12737
Montgomery,77384
Ulster,12463
Montgomery,45429
Westchester,10573
Oakland,48356
Harris,77090
Real,78801
Schoharie,12023
Hyde,27810
Traill,58009
Lenawee,49220
Randall,79103
Madison,43119
Meeker,55329
Knox,68730
Louisa,22947
Polk,77350
Lawrence,38463
Lunenburg,23944
Schuyler,14837
Iredell,28117
Rains,75472
Walsh,58233
Livingston,48169
Mahoning,44429
Mille Lacs,56359
Lancaster,68372
Potter,79107
Northumberland,17821
Parker,76086
Madison,22732
Ward,58740
Seneca,14860
Jackson,28779
Lincoln,38488
Steuben,14819
Johnston,27577
Mackinac,49838
Morrison,56384
Philadelphia,19122
Nueces,78411
Suffolk,11722
Mathews,23125
Macomb,48050
Medina,44275
Sullivan,12738
Montgomery,77385
Ulster,12464
Montgomery,45431
Westchester,10576
Oakland,48357
Harris,77091
Real,78828
Schoharie,12031
Hyde,27824
Red River,75412
Lucas,43412
Martin,56031
Traill,58038
Lenawee,49221
Randall,79106
Madison,43140
Meeker,55350
Knox,68760
Louisa,22974
Polk,77351
Lawrence,38464
Lunenburg,23947
Schuyler,14838
Iredell,28166
Walsh,58237
Livingston,48178
Mahoning,44436
Mille Lacs,56386
Lancaster,68402
Potter,79108
Northumberland,17823
Parker,76087
Madison,22735
Ward,58746
Seneca,14886
Jackson,28783
Steuben,14820
Johnston,27591
Morrison,56443
Philadelphia,19123
Nueces,78412
Suffolk,11724
Mathews,23128
Macomb,48051
Medina,44280
Sullivan,12740
Montgomery,77386
Ulster,12465
Montgomery,45432
Westchester,10577
Oakland,48359
Harris,77092
Real,78833
Schoharie,12035
Hyde,27875
Red River,75417
Lucas,43445
Martin,56039
Reeves,79772
Kimball,69133
Montour,17756
Tripp,57528
Traill,58045
Lauderdale,38037
Lenawee,49228
Randall,79109
Madison,43143
Meeker,55353
Knox,68764
Louisa,23024
Polk,77360
Lawrence,38468
Lunenburg,23952
Schuyler,14841
Iredell,28625
Walsh,58243
Livingston,48189
Mahoning,44440
Mille Lacs,56450
Lancaster,68404
Potter,79109
Northumberland,17824
Parker,76088
Madison,22738
Ward,58756
Jackson,28788
Steuben,14821
Johnston,27592
Morrison,56466
Philadelphia,19124
Nueces,78413
Suffolk,11725
Mathews,23130
Macomb,48062
Medina,44281
Sullivan,12741
Montgomery,77447
Ulster,12466
Montgomery,45439
Westchester,10578
Oakland,48360
Harris,77093
Real,78873
Schoharie,12036
Hyde,27885
Red River,75426
Refugio,77950
Coryell,76522
Loudoun,20105
Lucas,43504
Martin,56088
Kimball,69145
Montour,17772
Tripp,57529
Traill,58240
Lauderdale,38040
Lenawee,49229
Randall,79110
Madison,43151
Meeker,55355
Knox,68783
Louisa,23065
Lawrence,38469
Lunenburg,23954
Schuyler,14865
Iredell,28634
Walsh,58261
Livingston,48353
Mahoning,44442
Lancaster,68428
Potter,79118
Northumberland,17830
Parker,76108
Madison,22743
Ward,58779
Jackson,28789
Steuben,14823
Johnston,27597
Morrison,56473
Philadelphia,19125
Nueces,78414
Suffolk,11726
Mathews,23138
Macomb,48065
Medina,44321
Sullivan,12742
Montgomery,77873
Ulster,12472
Montgomery,45440
Westchester,10580
Oakland,48362
Harris,77094
Schoharie,12043
Hyde,27960
Red River,75436
Refugio,77990
Coryell,76525
Loudoun,20117
Roberts,79059
Schenectady,12008
Hoke,28306
Towner,58324
Leelanau,49621
Lucas,43522
Martin,56171
Montour,17821
Tripp,57580
Traill,58257
Lauderdale,38041
Lenawee,49230
Randall,79118
Madison,43153
Meeker,55382
Knox,68786
Louisa,23093
Lawrence,38474
Lunenburg,23970
Schuyler,14869
Iredell,28636
Walsh,58270
Livingston,48380
Mahoning,44443
Lancaster,68430
Potter,79124
Northumberland,17832
Parker,76126
Madison,22748
Ward,58781
Steuben,14826
Johnston,27603
Morrison,56475
Philadelphia,19126
Nueces,78415
Suffolk,11727
Mathews,23163
Macomb,48066
Medina,44333
Sullivan,12743
Ulster,12475
Montgomery,45449
Westchester,10583
Oakland,48363
Harris,77095
Schoharie,12053
Red River,75550
Robertson,76629
Lorain,44001
Marshall,56701
Refugio,78340
Coryell,76528
Loudoun,20120
Schenectady,12009
Hoke,28315
Leelanau,49630
Lucas,43528
Martin,56176
Traill,58274
Lauderdale,38063
Lenawee,49233
Randall,79119
Madison,43162
Meeker,55389
Louisa,23117
Lawrence,38481
Lunenburg,23974
Schuyler,14878
Iredell,28660
Walsh,58273
Livingston,48418
Mahoning,44444
Lancaster,68438
Northumberland,17834
Parker,76462
Madison,22948
Ward,58785
Steuben,14830
Johnston,27610
Philadelphia,19127
Nueces,78416
Suffolk,11729
Macomb,48080
Sullivan,12745
Ulster,12477
Montgomery,45458
Westchester,10588
Oakland,48367
Harris,77096
Schoharie,12066
Rockwall,75032
Keya Paha,68778
Lake,38079
Cooke,76233
Lee,24219
Red River,75554
Robertson,76687
Lorain,44011
Marshall,56710
Refugio,78377
Coryell,76538
Loudoun,20129
Schenectady,12010
Hoke,28376
Leelanau,49636
Lucas,43537
Martin,56181
Traill,58275
Lenawee,49235
Randall,79121
Meeker,56228
Louisa,23192
Lawrence,38483
Schuyler,14886
Iredell,28677
Livingston,48430
Mahoning,44449
Lancaster,68461
Northumberland,17840
Parker,76486
Madison,22960
Steuben,14839
Johnston,28334
Philadelphia,19128
Nueces,78417
Suffolk,11730
Macomb,48081
Sullivan,12747
Ulster,12480
Montgomery,45459
Westchester,10589
Oakland,48370
Harris,77098
Schoharie,12071
Rockwall,75087
Lake,38080
Cooke,76238
Lee,24221
Runnels,76821
Saratoga,12010
Hertford,27805
Robertson,77808
Lorain,44012
Marshall,56713
Refugio,78393
Coryell,76539
Loudoun,20132
Schenectady,12019
Hoke,28386
Leelanau,49653
Lucas,43542
Lenawee,49236
Meeker,56243
Lawrence,38486
Schuyler,14891
Iredell,28678
Livingston,48451
Mahoning,44451
Lancaster,68462
Northumberland,17847
Parker,76487
Madison,22972
Steuben,14840
Johnston,28366
Philadelphia,19129
Nueces,78418
Suffolk,11731
Macomb,48082
Sullivan,12748
Ulster,12481
Westchester,10590
Oakland,48371
Harris,77099
Schoharie,12076
Rusk,75603
Stutsman,58401
Lapeer,48003
Logan,43310
Rockwall,75088
Mahnomen,56516
Cooke,76239
Lee,24243
Runnels,76861
Saratoga,12019
Hertford,27818
Robertson,77837
Lorain,44028
Marshall,56737
Coryell,76557
Loudoun,20135
Schenectady,12027
Leelanau,49654
Lucas,43547
Lenawee,49238
Iredell,28689
Livingston,48836
Mahoning,44452
Lancaster,68502
Northumberland,17850
Parker,76490
Madison,22973
Steuben,14843
Philadelphia,19130
Suffolk,11733
Macomb,48088
Sullivan,12749
Ulster,12483
Westchester,10591
Oakland,48374
Harris,77336
Schoharie,12092
Rusk,75652
Stutsman,58455
Lapeer,48014
Sabine,75930
Logan,43311
Keith,69127
Monroe,18058
Rockwall,75089
Mahnomen,56557
Cooke,76240
Lee,24244
Runnels,76882
Saratoga,12020
Hertford,27855
Robertson,77856
Lorain,44035
Marshall,56738
Coryell,76561
Loudoun,20141
Schenectady,12053
Leelanau,49664
Lucas,43558
Lenawee,49247
Livingston,48843
Mahoning,44460
Lancaster,68503
Northumberland,17851
Steuben,14855
Philadelphia,19131
Suffolk,11735
Macomb,48089
Sullivan,12750
Ulster,12484
Westchester,10594
Oakland,48375
Harris,77338
Schoharie,12093
San Augustine,75929
Rusk,75654
York,29704
Stanley,57532
Knox,37709
Concho,76837
Stutsman,58467
Lapeer,48371
Sabine,75931
Logan,43318
Keith,69144
Monroe,18071
Rockwall,75098
Mahnomen,56589
Cooke,76250
Lee,24248
Runnels,76933
Saratoga,12025
Hertford,27910
Robertson,77859
Lorain,44039
Marshall,56744
Coryell,76566
Loudoun,20147
Schenectady,12056
Leelanau,49670
Lucas,43560
Lenawee,49248
Livingston,48855
Mahoning,44471
Lancaster,68504
Northumberland,17857
Steuben,14858
Philadelphia,19132
Suffolk,11738
Macomb,48091
Sullivan,12751
Ulster,12486
Westchester,10595
Oakland,48377
Harris,77339
Schoharie,12122
San Augustine,75930
Rusk,75662
York,29708
Knox,37721
San Jacinto,77320
Concho,76862
Lancaster,22480
Saint Lawrence,12914
Stutsman,58476
Lapeer,48412
Sabine,75948
Logan,43319
Keith,69147
Monroe,18210
Rockwall,75132
Mahnomen,56651
Cooke,76252
Lee,24263
Runnels,79567
Saratoga,12027
Hertford,27922
Robertson,77865
Lorain,44044
Marshall,56757
Coryell,76689
Loudoun,20148
Schenectady,12066
Leelanau,49674
Lucas,43566
Lenawee,49253
Livingston,48892
Mahoning,44490
Lancaster,68505
Northumberland,17860
Steuben,14870
Philadelphia,19133
Suffolk,11739
Macomb,48092
Sullivan,12752
Ulster,12487
Westchester,10596
Oakland,48380
Harris,77345
Schoharie,12131
San Patricio,78335
Henderson,28704
San Augustine,75972
Steele,58035
Lake,49304
Licking,43001
Rusk,75667
York,29710
Knox,37754
San Jacinto,77328
Concho,76866
Lancaster,22482
Saint Lawrence,12922
Stutsman,58481
Lapeer,48416
Sabine,75959
Logan,43324
Keith,69153
Monroe,18301
Rockwall,75189
Cooke,76253
Lee,24265
Saratoga,12065
Hertford,27942
Lorain,44049
Marshall,56758
Loudoun,20152
Schenectady,12137
Leelanau,49682
Lucas,43571
Lenawee,49256
Mahoning,44502
Lancaster,68506
Northumberland,17866
Steuben,14871
Philadelphia,19134
Suffolk,11740
Macomb,48093
Sullivan,12754
Ulster,12491
Westchester,10597
Oakland,48381
Harris,77346
Schoharie,12149
San Patricio,78336
San Saba,76832
McLeod,55312
Kearney,68845
Henderson,28726
Steele,58230
Lake,49623
Licking,43008
Rusk,75681
York,29715
Knox,37764
San Jacinto,77331
Lancaster,22503
Saint Lawrence,12927
Stutsman,58483
Lapeer,48421
Sabine,75968
Logan,43331
Keith,69155
Monroe,18302
Cooke,76263
Lee,24277
Saratoga,12074
Hertford,27986
Lorain,44050
Marshall,56762
Loudoun,20158
Schenectady,12150
Leelanau,49684
Lucas,43604
Lenawee,49265
Mahoning,44504
Lancaster,68507
Northumberland,17868
Steuben,14873
Philadelphia,19135
Suffolk,11741
Macomb,48094
Sullivan,12758
Ulster,12493
Westchester,10598
Oakland,48382
Harris,77357
Schoharie,12157
Schleicher,76841
Spink,57460
Johnson,37640
San Patricio,78359
San Saba,76871
McLeod,55336
Comanche,76432
Kearney,68924
King William,23009
Henderson,28729
Steele,58240
Lake,49642
Licking,43011
Rusk,75682
York,29717
Knox,37779
San Jacinto,77340
Lancaster,22507
Saint Lawrence,12930
Stutsman,58497
Lapeer,48428
Logan,43333
Monroe,18321
Cooke,76265
Lee,24281
Saratoga,12086
Lorain,44052
Loudoun,20164
Schenectady,12157
Lucas,43605
Lenawee,49267
Mahoning,44505
Lancaster,68508
Northumberland,17872
Steuben,14877
Philadelphia,19136
Suffolk,11742
Macomb,48095
Sullivan,12759
Ulster,12494
Westchester,10601
Oakland,48383
Harris,77365
Schoharie,12160
Schleicher,76936
Spink,57469
Johnson,37680
San Patricio,78362
Scurry,79517
Rockland,10901
Haywood,28716
San Saba,76877
McLeod,55350
Comanche,76436
Kearney,68959
King William,23069
Henderson,28731
Lake,49644
Licking,43013
Rusk,75684
York,29726
Knox,37806
San Jacinto,77359
Lancaster,22513
Saint Lawrence,12967
Lapeer,48435
Logan,43336
Monroe,18322
Cooke,76271
Saratoga,12118
Lorain,44053
Loudoun,20165
Schenectady,12302
Lucas,43606
Lenawee,49268
Mahoning,44506
Lancaster,68510
Northumberland,17881
Steuben,14879
Philadelphia,19137
Suffolk,11743
Macomb,48096
Sullivan,12760
Ulster,12495
Westchester,10603
Oakland,48386
Harris,77373
Schoharie,12167
Shackelford,76430
Stark,58601
Keweenaw,49805
Lawrence,45619
Lyon,56115
Spink,57477
Johnson,37683
San Patricio,78368
Scurry,79526
Rockland,10913
Haywood,28721
McLeod,55354
Comanche,76442
King William,23086
Henderson,28732
Lake,49656
Licking,43018
Rusk,75691
York,29730
Knox,37830
San Jacinto,77364
Lancaster,22517
Saint Lawrence,12973
Lapeer,48438
Logan,43343
Monroe,18323
Cooke,76272
Saratoga,12134
Lorain,44054
Loudoun,20166
Schenectady,12303
Lucas,43607
Lenawee,49276
Mahoning,44507
Lancaster,68512
Steuben,14885
Philadelphia,19138
Suffolk,11746
Macomb,48306
Sullivan,12762
Ulster,12498
Westchester,10604
Oakland,48390
Harris,77375
Schoharie,12175
Shackelford,76464
Stark,58622
Shelby,75643
Keweenaw,49901
Lawrence,45623
Johnson,68329
Mercer,16057
Lyon,56157
Johnson,37688
San Patricio,78370
Scurry,79527
Rockland,10920
Haywood,28745
McLeod,55381
Comanche,76444
King William,23106
Henderson,28735
Lake,49677
Licking,43023
Rusk,75760
York,29732
Knox,37849
San Jacinto,77371
Lancaster,22523
Saint Lawrence,12980
Lapeer,48440
Logan,43347
Monroe,18324
Cooke,76273
Saratoga,12148
Lorain,44055
Loudoun,20175
Schenectady,12304
Lucas,43608
Lenawee,49279
Mahoning,44509
Lancaster,68514
Steuben,14898
Philadelphia,19139
Suffolk,11747
Macomb,48310
Sullivan,12763
Ulster,12515
Westchester,10605
Oakland,48393
Harris,77377
Schoharie,12187
Sherman,79084
Union,29178
Sanborn,57385
Jefferson,37725
Comal,78006
Stark,58630
Shelby,75935
Keweenaw,49913
Lawrence,45638
Johnson,68443
Mercer,16113
Lyon,56169
Johnson,37691
San Patricio,78374
Scurry,79549
Rockland,10923
Haywood,28751
McLeod,55385
Comanche,76446
King William,23181
Henderson,28739
Licking,43025
Rusk,75784
York,29742
Knox,37853
San Jacinto,77378
Lancaster,22576
Saint Lawrence,12986
Lapeer,48444
Logan,43348
Monroe,18325
Saratoga,12151
Lorain,44074
Loudoun,20176
Schenectady,12305
Lucas,43609
Lenawee,49286
Mahoning,44510
Lancaster,68516
Philadelphia,19140
Suffolk,11749
Macomb,48312
Sullivan,12764
Ulster,12525
Westchester,10606
Oakland,48430
Harris,77379
Schoharie,12194
Union,29321
Jefferson,37760
Comal,78015
Smith,75647
King George,22485
Richmond,10301
Stark,58638
Shelby,75954
Keweenaw,49918
Lawrence,45645
Mercer,16121
Lyon,56170
San Patricio,78387
Scurry,79550
Rockland,10927
Haywood,28785
McLeod,55395
Comanche,76454
Henderson,28742
Licking,43031
Rusk,75946
York,29743
Knox,37871
Lancaster,22578
Saint Lawrence,13608
Lapeer,48446
Logan,43357
Monroe,18326
Saratoga,12170
Lorain,44089
Loudoun,20180
Schenectady,12306
Lucas,43610
Lenawee,49287
Mahoning,44511
Lancaster,68517
Philadelphia,19141
Suffolk,11751
Macomb,48313
Sullivan,12765
Ulster,12528
Westchester,10607
Oakland,48442
Harris,77388
Schoharie,12469
Somervell,76043
Harnett,27332
Slope,58643
Kent,48809
Lake,44024
Union,29335
Jefferson,37820
Comal,78070
Smith,75662
Richmond,10302
Stark,58652
Shelby,75972
Keweenaw,49950
Lawrence,45659
Mercer,16124
Lyon,56175
San Patricio,78390
Rockland,10931
Haywood,28786
McLeod,55397
Comanche,76455
Henderson,28759
Licking,43054
Rusk,75975
York,29745
Knox,37902
Saint Lawrence,13613
Lapeer,48453
Logan,43358
Monroe,18327
Saratoga,12188
Lorain,44090
Loudoun,20184
Schenectady,12307
Lucas,43611
Mahoning,44512
Lancaster,68520
Philadelphia,19142
Suffolk,11752
Macomb,48314
Sullivan,12766
Ulster,12542
Westchester,10701
Oakland,48455
Harris,77389
Schoharie,13459
Somervell,76048
Harnett,27501
Kent,48838
Lake,44041
Starr,78548
Union,29353
Lincoln,56113
Jefferson,68352
Jefferson,37871
Comal,78108
Smith,75684
Richmond,10303
Stark,58655
Shelby,75973
Lawrence,45669
Mercer,16125
Lyon,56178
Rockland,10952
Comanche,76474
Henderson,28766
Licking,43055
Knox,37909
Saint Lawrence,13614
Lapeer,48455
Logan,43360
Monroe,18330
Saratoga,12302
Lorain,44253
Loudoun,20197
Schenectady,12308
Lucas,43612
Mahoning,44514
Lancaster,68521
Philadelphia,19143
Suffolk,11754
Macomb,48315
Sullivan,12767
Ulster,12547
Westchester,10703
Oakland,48462
Harris,77396
Stephens,76424
Roberts,57216
Somervell,76070
Jackson,37145
Colorado,77412
King and Queen,22437
Harnett,27504
Kent,49301
Lake,44045
Starr,78582
Union,29372
Lincoln,56136
Jefferson,68424
Jefferson,37876
Comal,78130
Smith,75701
Richmond,10304
Stark,58656
Shelby,75974
Lawrence,45678
Mercer,16127
Lyon,56229
Rockland,10954
Comanche,76531
Henderson,28773
Licking,43056
Knox,37912
Saint Lawrence,13617
Lapeer,48461
Monroe,18331
Saratoga,12803
Lorain,44275
Loudoun,22066
Schenectady,12309
Lucas,43613
Mahoning,44515
Lancaster,68522
Philadelphia,19144
Suffolk,11755
Macomb,48316
Sullivan,12768
Ulster,12548
Westchester,10704
Harris,77401
Stephens,76429
Roberts,57262
Somervell,76077
Jackson,37150
Colorado,77434
Sterling,76951
King and Queen,22560
Rensselaer,12018
Harnett,27505
Halifax,27823
Kent,49302
Lake,44057
Starr,78584
Union,29379
Lincoln,56142
Jefferson,37877
Comal,78132
Smith,75702
Richmond,10305
Shelby,75975
Lawrence,45680
Mercer,16130
Lyon,56258
Rockland,10956
Comanche,76890
Henderson,28790
Licking,43062
Knox,37914
Saint Lawrence,13621
Lapeer,48462
Monroe,18332
Saratoga,12822
Lorain,44851
Lucas,43614
Mahoning,44601
Lancaster,68523
Philadelphia,19145
